pitch,roll,y,z,spot
1.206930,-0.297880,21.040340,7.767351,0
1.207080,-0.303380,21.040340,7.767351,0
1.207060,-0.309730,21.040340,7.767351,0
1.207480,-0.315670,21.040340,7.767351,0
1.208110,-0.321230,21.040340,7.767351,0
1.208800,-0.326310,21.040340,7.767351,0
1.209340,-0.330980,21.040340,7.767351,0
1.209620,-0.335140,18.703165,4.610161,0
1.209680,-0.338840,18.703165,4.610161,0
1.209600,-0.342040,18.703165,4.610161,0
1.209310,-0.344110,18.703165,4.610161,0
1.209090,-0.346710,18.703165,4.610161,0
1.208950,-0.350690,18.703165,4.610161,0
1.209210,-0.356300,18.703165,4.610161,0
1.209600,-0.361870,18.703165,4.610161,0
1.209910,-0.367100,18.703165,4.610161,0
1.209870,-0.371140,17.664558,4.449765,0
1.209670,-0.373570,17.664558,4.449765,0
1.209390,-0.375030,17.664558,4.449765,0
1.209020,-0.375210,17.664558,4.449765,0
1.208420,-0.373970,17.664558,4.449765,0
1.207700,-0.370050,17.664558,4.449765,0
1.207090,-0.361270,17.664558,4.449765,0
1.207620,-0.349330,17.664558,4.449765,0
1.208920,-0.335130,17.664558,4.449765,0
1.211040,-0.320620,17.664558,4.449765,0
1.213380,-0.308380,17.664558,4.449765,0
1.215090,-0.298930,17.664558,4.449765,0
1.216080,-0.290830,17.664558,4.449765,0
1.216450,-0.285120,17.664558,4.449765,0
1.217000,-0.280390,17.664558,4.449765,0
1.217750,-0.277790,17.664558,4.449765,0
1.218190,-0.275010,17.664558,4.449765,0
1.218440,-0.272670,17.664558,4.449765,0
1.218570,-0.270260,17.664558,4.449765,0
1.218720,-0.267920,17.664558,4.449765,0
1.218830,-0.266100,17.664558,4.449765,0
1.219210,-0.264780,17.664558,4.449765,0
1.219600,-0.265420,17.664558,4.449765,0
1.219950,-0.266350,17.664558,4.449765,0
1.220230,-0.267680,17.664558,4.449765,0
1.220450,-0.268920,17.664558,4.449765,0
1.220690,-0.268830,17.664558,4.449765,0
1.221250,-0.266780,17.664558,4.449765,0
1.221990,-0.262250,17.664558,4.449765,0
1.222440,-0.257270,17.664558,4.449765,0
1.222880,-0.253930,17.664558,4.449765,0
1.223140,-0.251890,17.664558,4.449765,0
1.222600,-0.249480,17.664558,4.449765,0
1.221520,-0.247120,17.664558,4.449765,0
1.220120,-0.245160,17.664558,4.449765,0
1.218680,-0.243800,17.664558,4.449765,0
1.217220,-0.243050,17.664558,4.449765,0
1.215720,-0.242870,11.268322,2.565110,0
1.214000,-0.241940,11.268322,2.565110,0
1.212660,-0.240610,11.268322,2.565110,0
1.211370,-0.239780,11.268322,2.565110,0
1.210290,-0.239100,11.268322,2.565110,0
1.209410,-0.238180,11.268322,2.565110,0
1.208820,-0.237040,11.268322,2.565110,0
1.208290,-0.236410,11.268322,2.565110,0
1.207820,-0.235530,11.268322,2.565110,0
1.207160,-0.234090,11.268322,2.565110,0
1.206350,-0.232660,6.653302,1.916069,0
1.205410,-0.231030,6.653302,1.916069,0
1.204680,-0.229760,6.653302,1.916069,0
1.204000,-0.228570,6.653302,1.916069,0
1.203530,-0.227890,6.653302,1.916069,0
1.203450,-0.227520,6.653302,1.916069,0
1.203840,-0.227690,6.653302,1.916069,0
1.204420,-0.227870,6.653302,1.916069,0
1.205040,-0.228430,6.653302,1.916069,0
1.205440,-0.229160,6.653302,1.916069,0
1.205500,-0.229830,6.653302,1.916069,0
1.205340,-0.231000,6.653302,1.916069,0
1.205210,-0.232080,6.653302,1.916069,0
1.204750,-0.232780,6.653302,1.916069,0
1.204100,-0.232430,6.653302,1.916069,0
1.203290,-0.231260,6.653302,1.916069,0
1.202630,-0.229320,6.653302,1.916069,0
1.201940,-0.226640,6.653302,1.916069,0
1.201220,-0.224770,6.653302,1.916069,0
1.200790,-0.224000,6.653302,1.916069,0
1.200280,-0.223480,6.653302,1.916069,0
1.199830,-0.222480,6.653302,1.916069,0
1.199130,-0.222540,6.653302,1.916069,0
1.198690,-0.223460,6.653302,1.916069,0
1.198630,-0.223890,6.653302,1.916069,0
1.198560,-0.224710,6.653302,1.916069,0
1.198340,-0.225980,6.653302,1.916069,0
1.197950,-0.226820,6.653302,1.916069,0
1.197320,-0.226880,6.653302,1.916069,0
1.196480,-0.226730,6.653302,1.916069,0
1.195970,-0.225400,6.653302,1.916069,0
1.195370,-0.223730,6.653302,1.916069,0
1.194830,-0.221800,6.653302,1.916069,0
1.194560,-0.220050,6.653302,1.916069,0
1.194550,-0.218790,6.653302,1.916069,0
1.194640,-0.218570,6.653302,1.916069,0
1.194650,-0.219030,6.653302,1.916069,0
1.194670,-0.219770,6.653302,1.916069,0
1.194700,-0.220190,6.653302,1.916069,0
1.194800,-0.220590,6.653302,1.916069,0
1.194810,-0.221510,6.653302,1.916069,0
1.195010,-0.221870,6.653302,1.916069,0
1.195050,-0.221540,6.653302,1.916069,0
1.194870,-0.220710,6.653302,1.916069,0
1.194320,-0.218580,6.653302,1.916069,0
1.193200,-0.214390,6.653302,1.916069,1
1.191260,-0.210600,6.653302,1.916069,1
1.189170,-0.206780,6.653302,1.916069,1
1.187010,-0.201290,6.653302,1.916069,1
1.185090,-0.196190,6.653302,1.916069,1
1.183170,-0.191110,6.653302,1.916069,1
1.181660,-0.186910,6.653302,1.916069,1
1.180590,-0.183780,6.653302,1.916069,1
1.180220,-0.181520,6.653302,1.916069,1
1.180370,-0.180190,6.653302,1.916069,1
1.181210,-0.178910,6.653302,1.916069,1
1.182200,-0.178040,6.653302,1.916069,1
1.182970,-0.177200,6.653302,1.916069,1
1.183770,-0.176050,6.653302,1.916069,1
1.184330,-0.174570,6.653302,1.916069,1
1.184480,-0.174030,6.653302,1.916069,1
1.184280,-0.174050,6.653302,1.916069,1
1.184080,-0.173970,6.653302,1.916069,1
1.183850,-0.172370,6.653302,1.916069,1
1.184220,-0.170800,6.653302,1.916069,1
1.185370,-0.171500,6.653302,1.916069,1
1.186900,-0.175030,6.653302,1.916069,1
1.187770,-0.178670,6.653302,1.916069,1
1.188100,-0.184280,6.653302,1.916069,1
1.187560,-0.188510,6.653302,1.916069,1
1.186490,-0.191890,6.653302,1.916069,1
1.185030,-0.195300,-7.227508,-6.199044,2
1.183730,-0.198980,-7.227508,-6.199044,2
1.182690,-0.202440,-7.227508,-6.199044,2
1.181980,-0.205480,-7.227508,-6.199044,2
1.181430,-0.205690,-7.227508,-6.199044,2
1.181260,-0.203720,-7.227508,-6.199044,2
1.181440,-0.201510,-7.227508,-6.199044,2
1.181960,-0.199220,-7.227508,-6.199044,2
1.182710,-0.197650,-7.227508,-6.199044,2
1.183080,-0.197020,-7.227508,-6.199044,2
1.182580,-0.196760,-7.227508,-6.199044,2
1.181390,-0.195340,-7.227508,-6.199044,2
1.179560,-0.192630,-7.227508,-6.199044,2
1.177470,-0.188020,-7.227508,-6.199044,2
1.176330,-0.182610,-7.227508,-6.199044,2
1.175480,-0.176670,-7.227508,-6.199044,2
1.174660,-0.170420,-7.227508,-6.199044,2
1.173820,-0.164580,-7.227508,-6.199044,2
1.172990,-0.159490,4.014836,1.073127,1
1.172010,-0.155420,4.014836,1.073127,1
1.171070,-0.153440,4.014836,1.073127,1
1.170270,-0.153700,4.014836,1.073127,1
1.170610,-0.156120,4.014836,1.073127,1
1.171840,-0.160090,4.014836,1.073127,1
1.173730,-0.165580,4.014836,1.073127,1
1.176060,-0.170780,4.014836,1.073127,1
1.178890,-0.175620,4.014836,1.073127,1
1.181970,-0.180010,4.014836,1.073127,1
1.184540,-0.183540,4.014836,1.073127,1
1.185670,-0.186580,4.014836,1.073127,1
1.185340,-0.188340,4.014836,1.073127,1
1.184940,-0.191300,4.014836,1.073127,1
1.185000,-0.197790,4.014836,1.073127,1
1.185080,-0.206700,4.014836,1.073127,1
1.183970,-0.213910,4.014836,1.073127,0
1.180650,-0.217680,4.014836,1.073127,0
1.175360,-0.218480,4.014836,1.073127,0
1.169820,-0.216910,4.014836,1.073127,0
1.164910,-0.216200,4.014836,1.073127,0
1.161510,-0.217890,4.014836,1.073127,0
1.158930,-0.223440,4.014836,1.073127,0
1.158200,-0.231180,4.014836,1.073127,0
1.159070,-0.240290,4.014836,1.073127,0
1.160110,-0.249480,4.014836,1.073127,0
1.160350,-0.258850,4.014836,1.073127,0
1.159760,-0.267500,4.014836,1.073127,0
1.157450,-0.276080,4.014836,1.073127,0
1.153080,-0.281020,4.014836,1.073127,0
1.148250,-0.282100,4.014836,1.073127,0
1.144150,-0.283820,4.014836,1.073127,0
1.141600,-0.285410,4.014836,1.073127,0
1.140420,-0.286920,4.014836,1.073127,0
1.141230,-0.288700,4.014836,1.073127,0
1.143500,-0.290330,4.014836,1.073127,0
1.145070,-0.292330,4.014836,1.073127,0
1.144230,-0.295980,4.014836,1.073127,0
1.142700,-0.301360,4.014836,1.073127,0
1.141150,-0.306380,4.014836,1.073127,0
1.139540,-0.311830,4.014836,1.073127,0
1.137930,-0.315060,4.014836,1.073127,0
1.136480,-0.316020,4.014836,1.073127,0
1.134830,-0.317440,4.014836,1.073127,0
1.133070,-0.319910,4.014836,1.073127,0
1.131790,-0.323830,4.014836,1.073127,0
1.131540,-0.328560,4.014836,1.073127,0
1.131890,-0.333140,4.014836,1.073127,0
1.131360,-0.335590,4.014836,1.073127,0
1.130150,-0.334450,4.014836,1.073127,0
1.127930,-0.334030,4.014836,1.073127,0
1.124160,-0.333100,4.014836,1.073127,0
1.119450,-0.328700,4.014836,1.073127,0
1.115420,-0.321440,4.014836,1.073127,0
1.113410,-0.313950,4.014836,1.073127,0
1.113450,-0.309500,4.014836,1.073127,0
1.115730,-0.310970,4.014836,1.073127,0
1.119710,-0.315970,4.014836,1.073127,0
1.124370,-0.321830,4.014836,1.073127,0
1.127730,-0.326600,4.014836,1.073127,0
1.129580,-0.331250,4.014836,1.073127,0
1.131550,-0.335400,4.014836,1.073127,0
1.133130,-0.338330,4.014836,1.073127,0
1.132770,-0.342630,4.014836,1.073127,0
1.131420,-0.347460,4.014836,1.073127,0
1.130970,-0.351450,4.014836,1.073127,0
1.132160,-0.354160,4.014836,1.073127,0
1.134150,-0.356480,4.014836,1.073127,0
1.135890,-0.357780,4.014836,1.073127,0
1.138140,-0.357330,4.014836,1.073127,0
1.141250,-0.357220,4.014836,1.073127,0
1.144060,-0.355870,4.014836,1.073127,0
1.144630,-0.352060,4.014836,1.073127,0
1.143030,-0.345750,4.014836,1.073127,0
1.141960,-0.339190,4.014836,1.073127,0
1.142200,-0.334860,4.014836,1.073127,0
1.142720,-0.332250,4.014836,1.073127,0
1.142150,-0.329780,4.014836,1.073127,0
1.141360,-0.326770,4.014836,1.073127,0
1.140950,-0.325170,4.014836,1.073127,0
1.141230,-0.325570,4.014836,1.073127,0
1.141290,-0.325290,4.014836,1.073127,0
1.140510,-0.321970,4.014836,1.073127,0
1.138520,-0.314750,4.014836,1.073127,0
1.135320,-0.303990,4.014836,1.073127,0
1.131200,-0.290910,4.014836,1.073127,0
1.126720,-0.278280,4.014836,1.073127,0
1.121760,-0.266260,4.014836,1.073127,0
1.116390,-0.255830,4.014836,1.073127,0
1.112090,-0.248670,4.014836,1.073127,0
1.108480,-0.243460,4.014836,1.073127,0
1.105780,-0.239560,4.014836,1.073127,0
1.104120,-0.237430,4.014836,1.073127,0
1.103430,-0.237130,4.014836,1.073127,0
1.103750,-0.239090,4.014836,1.073127,0
1.105370,-0.242900,4.014836,1.073127,0
1.107890,-0.248390,4.014836,1.073127,0
1.110360,-0.255800,4.014836,1.073127,0
1.112020,-0.264300,4.014836,1.073127,0
1.113030,-0.274760,4.014836,1.073127,0
1.113490,-0.286230,4.014836,1.073127,0
1.113340,-0.297750,4.014836,1.073127,0
1.112520,-0.308190,4.014836,1.073127,0
1.110900,-0.319220,4.014836,1.073127,0
1.108680,-0.329880,4.014836,1.073127,0
1.106040,-0.340530,4.014836,1.073127,0
1.103640,-0.350070,4.014836,1.073127,0
1.101030,-0.359120,4.014836,1.073127,0
1.098950,-0.366030,4.014836,1.073127,0
1.097000,-0.369740,4.014836,1.073127,0
1.094950,-0.370460,4.014836,1.073127,0
1.092740,-0.368780,4.014836,1.073127,0
1.089770,-0.364570,4.014836,1.073127,0
1.086720,-0.358170,4.014836,1.073127,0
1.084010,-0.350580,4.014836,1.073127,0
1.081710,-0.341850,4.014836,1.073127,0
1.080090,-0.331820,4.014836,1.073127,0
1.078930,-0.322310,4.014836,1.073127,0
1.077510,-0.313360,4.014836,1.073127,0
1.075960,-0.304980,4.014836,1.073127,0
1.074380,-0.296850,4.014836,1.073127,0
1.073500,-0.289090,4.014836,1.073127,0
1.073780,-0.282600,4.014836,1.073127,0
1.075150,-0.277050,4.014836,1.073127,0
1.077520,-0.271010,4.014836,1.073127,0
1.080460,-0.264700,4.014836,1.073127,0
1.083160,-0.259570,4.014836,1.073127,0
1.085220,-0.254580,1.029064,5.054848,3
1.086810,-0.250870,1.029064,5.054848,3
1.088260,-0.248400,1.029064,5.054848,3
1.089540,-0.246910,1.029064,5.054848,3
1.090340,-0.246380,1.029064,5.054848,3
1.090340,-0.246690,1.029064,5.054848,3
1.090490,-0.247440,1.029064,5.054848,3
1.092470,-0.249650,1.029064,5.054848,3
1.096830,-0.251720,1.029064,5.054848,3
1.102690,-0.252180,1.029064,5.054848,3
1.108940,-0.250410,1.029064,5.054848,3
1.114200,-0.246560,1.029064,5.054848,3
1.118540,-0.242610,1.029064,5.054848,3
1.122640,-0.239160,1.029064,5.054848,3
1.126900,-0.236940,1.029064,5.054848,3
1.130690,-0.235210,1.029064,5.054848,3
1.133570,-0.233540,1.029064,5.054848,3
1.135190,-0.231610,1.029064,5.054848,3
1.135380,-0.230920,1.029064,5.054848,3
1.134680,-0.230580,1.029064,5.054848,3
1.134790,-0.229200,1.029064,5.054848,3
1.136730,-0.225980,1.029064,5.054848,3
1.139950,-0.221910,1.029064,5.054848,3
1.143320,-0.218220,1.029064,5.054848,3
1.146130,-0.215460,1.029064,5.054848,3
1.148200,-0.212020,1.029064,5.054848,3
1.149040,-0.207110,1.029064,5.054848,3
1.148530,-0.203400,1.029064,5.054848,3
1.147360,-0.201010,1.029064,5.054848,3
1.145880,-0.201360,1.029064,5.054848,3
1.144210,-0.204190,1.029064,5.054848,3
1.142650,-0.209680,1.029064,5.054848,3
1.140970,-0.216050,1.029064,5.054848,3
1.139350,-0.224960,1.029064,5.054848,3
1.138390,-0.236150,1.029064,5.054848,3
1.138580,-0.248180,1.029064,5.054848,3
1.139770,-0.258730,1.029064,5.054848,3
1.141710,-0.268750,1.029064,5.054848,3
1.144120,-0.277530,7.111997,3.111818,0
1.146670,-0.285730,7.111997,3.111818,0
1.149260,-0.293750,7.111997,3.111818,0
1.151620,-0.302310,7.111997,3.111818,0
1.153750,-0.312340,7.111997,3.111818,0
1.155230,-0.324670,4.642600,1.256137,0
1.162820,-0.395960,4.642600,1.256137,0
1.163070,-0.394780,4.642600,1.256137,0
1.163610,-0.394740,4.642600,1.256137,0
1.164470,-0.395720,0.527844,0.155550,3
1.165380,-0.396770,0.527844,0.155550,3
1.166130,-0.398000,0.527844,0.155550,3
1.166990,-0.399680,0.527844,0.155550,3
1.167790,-0.401550,0.527844,0.155550,3
1.168620,-0.402910,0.527844,0.155550,3
1.168890,-0.403950,0.527844,0.155550,3
1.169230,-0.404730,0.527844,0.155550,3
1.169240,-0.405510,0.527844,0.155550,3
1.169090,-0.405980,0.527844,0.155550,3
1.168950,-0.406470,0.527844,0.155550,3
1.168900,-0.407240,0.527844,0.155550,3
1.169090,-0.408690,0.527844,0.155550,3
1.169510,-0.410420,0.527844,0.155550,3
1.169930,-0.412120,0.527844,0.155550,3
1.170510,-0.413710,0.527844,0.155550,3
1.170990,-0.415250,0.527844,0.155550,3
1.171480,-0.416300,0.527844,0.155550,3
1.172100,-0.417550,4.190250,-0.517848,0
1.172650,-0.418750,4.190250,-0.517848,0
1.172950,-0.419610,4.190250,-0.517848,0
1.173240,-0.420460,4.190250,-0.517848,0
1.173500,-0.421510,4.190250,-0.517848,0
1.173950,-0.422690,4.190250,-0.517848,0
1.174550,-0.424180,4.190250,-0.517848,0
1.175150,-0.425330,4.190250,-0.517848,0
1.175700,-0.426060,4.190250,-0.517848,0
1.176080,-0.425330,-2.520990,-0.316355,3
1.175860,-0.422220,-2.520990,-0.316355,3
1.175080,-0.417990,-2.520990,-0.316355,3
1.173940,-0.412460,-2.520990,-0.316355,3
1.172810,-0.404740,-2.520990,-0.316355,3
1.171120,-0.393800,-2.520990,-0.316355,3
1.170520,-0.382070,-2.520990,-0.316355,3
1.170850,-0.369170,-2.520990,-0.316355,3
1.172240,-0.357390,-2.520990,-0.316355,3
1.173650,-0.346820,-2.520990,-0.316355,3
1.174930,-0.339030,9.235030,-0.857996,2
1.175090,-0.331550,9.235030,-0.857996,2
1.175130,-0.325490,9.235030,-0.857996,2
1.175560,-0.321350,9.235030,-0.857996,2
1.176100,-0.318450,9.235030,-0.857996,2
1.176920,-0.315400,9.235030,-0.857996,2
1.177970,-0.312250,9.235030,-0.857996,2
1.179440,-0.309620,9.235030,-0.857996,2
1.180780,-0.307270,9.235030,-0.857996,2
1.182170,-0.306400,9.235030,-0.857996,2
1.183670,-0.306590,9.235030,-0.857996,2
1.185100,-0.307820,8.205965,0.959992,0
1.186210,-0.309160,8.205965,0.959992,0
1.186860,-0.309720,8.205965,0.959992,0
1.187180,-0.309500,8.205965,0.959992,0
1.187210,-0.308960,8.205965,0.959992,0
1.187200,-0.308150,8.205965,0.959992,0
1.187150,-0.307270,8.205965,0.959992,0
1.186840,-0.306480,8.205965,0.959992,0
1.186440,-0.305840,8.205965,0.959992,0
1.186320,-0.305620,8.205965,0.959992,0
1.186250,-0.305530,8.205965,0.959992,0
1.186260,-0.305010,8.205965,0.959992,0
1.186070,-0.303710,8.205965,0.959992,0
1.185810,-0.303330,8.205965,0.959992,0
1.185840,-0.302570,8.205965,0.959992,0
1.186110,-0.300430,8.205965,0.959992,0
1.186930,-0.297560,8.205965,0.959992,0
1.188080,-0.294360,8.205965,0.959992,0
1.189040,-0.292600,8.205965,0.959992,0
1.189450,-0.289560,8.205965,0.959992,0
1.189390,-0.287160,8.205965,0.959992,0
1.188850,-0.285740,8.205965,0.959992,0
1.188030,-0.285080,8.205965,0.959992,0
1.186930,-0.285630,8.205965,0.959992,0
1.185730,-0.286950,8.205965,0.959992,0
1.184570,-0.288290,8.205965,0.959992,0
1.183480,-0.289500,8.205965,0.959992,0
1.182500,-0.290540,8.205965,0.959992,0
1.181490,-0.291160,8.205965,0.959992,0
1.180730,-0.291890,8.205965,0.959992,0
1.180290,-0.292470,12.360940,-2.563079,2
1.179820,-0.293220,12.360940,-2.563079,2
1.179320,-0.293480,12.360940,-2.563079,2
1.178820,-0.292690,12.360940,-2.563079,2
1.178460,-0.291620,12.360940,-2.563079,2
1.178330,-0.290720,12.360940,-2.563079,2
1.178340,-0.290050,12.360940,-2.563079,2
1.178330,-0.289490,12.360940,-2.563079,2
1.178060,-0.288930,12.360940,-2.563079,2
1.177760,-0.288140,12.360940,-2.563079,2
1.177470,-0.286990,12.360940,-2.563079,2
1.177120,-0.285650,12.360940,-2.563079,2
1.176960,-0.285700,12.360940,-2.563079,2
1.177210,-0.286120,12.360940,-2.563079,2
1.177610,-0.286440,12.360940,-2.563079,2
1.177840,-0.287270,12.360940,-2.563079,2
1.177820,-0.287660,12.360940,-2.563079,2
1.177370,-0.287350,12.360940,-2.563079,2
1.176870,-0.286770,12.360940,-2.563079,2
1.176340,-0.286210,12.360940,-2.563079,2
1.175860,-0.285590,12.360940,-2.563079,2
1.175430,-0.284920,12.360940,-2.563079,2
1.174670,-0.284790,12.360940,-2.563079,2
1.173850,-0.283870,12.360940,-2.563079,2
1.173190,-0.282380,12.360940,-2.563079,2
1.172910,-0.281100,12.360940,-2.563079,2
1.172650,-0.280390,12.360940,-2.563079,2
1.172340,-0.279620,12.360940,-2.563079,2
1.172270,-0.276520,12.360940,-2.563079,2
1.172300,-0.273640,12.360940,-2.563079,2
1.172570,-0.271350,12.360940,-2.563079,2
1.172860,-0.268310,12.360940,-2.563079,2
1.173090,-0.264400,12.360940,-2.563079,2
1.173160,-0.259570,12.360940,-2.563079,2
1.173340,-0.254620,12.360940,-2.563079,2
1.173550,-0.250090,12.360940,-2.563079,2
1.173940,-0.245330,10.302168,-1.567445,2
1.174290,-0.239570,10.302168,-1.567445,2
1.174630,-0.233380,10.302168,-1.567445,2
1.175130,-0.227060,10.302168,-1.567445,2
1.175690,-0.220910,10.302168,-1.567445,2
1.176400,-0.214690,10.302168,-1.567445,2
1.177300,-0.208700,10.302168,-1.567445,2
1.178200,-0.203840,10.302168,-1.567445,2
1.179380,-0.198550,10.302168,-1.567445,2
1.180530,-0.193120,10.302168,-1.567445,2
1.181650,-0.187930,10.302168,-1.567445,2
1.182310,-0.183160,10.302168,-1.567445,2
1.182640,-0.179240,10.302168,-1.567445,2
1.182820,-0.176290,10.302168,-1.567445,2
1.182830,-0.174070,10.302168,-1.567445,2
1.182720,-0.172320,10.302168,-1.567445,2
1.182710,-0.170670,10.302168,-1.567445,2
1.182950,-0.168990,10.302168,-1.567445,2
1.183250,-0.167450,10.302168,-1.567445,2
1.183530,-0.166220,10.302168,-1.567445,2
1.183850,-0.164220,10.302168,-1.567445,2
1.184180,-0.162680,10.302168,-1.567445,2
1.184440,-0.161950,10.302168,-1.567445,2
1.184640,-0.162110,10.302168,-1.567445,2
1.184650,-0.162900,10.302168,-1.567445,2
1.184420,-0.163700,10.302168,-1.567445,2
1.184030,-0.164330,10.302168,-1.567445,2
1.183610,-0.164820,10.302168,-1.567445,2
1.183420,-0.165270,10.302168,-1.567445,2
1.183500,-0.167050,10.302168,-1.567445,2
1.183940,-0.168430,10.302168,-1.567445,2
1.184280,-0.170120,10.302168,-1.567445,2
1.184180,-0.171290,10.302168,-1.567445,2
1.184060,-0.171950,10.302168,-1.567445,2
1.184130,-0.172700,10.302168,-1.567445,2
1.184240,-0.173620,10.302168,-1.567445,2
1.184350,-0.174390,10.302168,-1.567445,2
1.184260,-0.174440,8.093510,-1.728964,2
1.184000,-0.173580,8.093510,-1.728964,2
1.183450,-0.172830,8.093510,-1.728964,2
1.183210,-0.172000,8.093510,-1.728964,2
1.183350,-0.170580,8.093510,-1.728964,2
1.183790,-0.169320,8.093510,-1.728964,2
1.184220,-0.168530,8.093510,-1.728964,2
1.184330,-0.166810,8.093510,-1.728964,2
1.184270,-0.162770,8.093510,-1.728964,2
1.184330,-0.159330,8.093510,-1.728964,2
1.184380,-0.155910,8.093510,-1.728964,2
1.184440,-0.152990,4.946663,0.420278,1
1.184490,-0.150740,4.946663,0.420278,1
1.184500,-0.149030,4.946663,0.420278,1
1.184540,-0.147490,4.946663,0.420278,1
1.184470,-0.145740,4.946663,0.420278,1
1.184430,-0.144480,4.946663,0.420278,1
1.184450,-0.143150,4.946663,0.420278,1
1.184570,-0.141560,4.946663,0.420278,1
1.184910,-0.141220,4.946663,0.420278,1
1.185480,-0.141270,4.946663,0.420278,1
1.186260,-0.141020,4.946663,0.420278,1
1.187090,-0.141270,4.946663,0.420278,1
1.187590,-0.141900,7.647505,-0.614803,2
1.187870,-0.142610,7.647505,-0.614803,2
1.188040,-0.143370,7.647505,-0.614803,2
1.188150,-0.144070,7.647505,-0.614803,2
1.188260,-0.144480,7.647505,-0.614803,2
1.188150,-0.144300,7.647505,-0.614803,2
1.187910,-0.144210,7.647505,-0.614803,2
1.187990,-0.144690,7.647505,-0.614803,2
1.188350,-0.145200,7.647505,-0.614803,2
1.188950,-0.144940,8.465888,-0.213463,1
1.189760,-0.144750,8.465888,-0.213463,1
1.190400,-0.145070,8.465888,-0.213463,1
1.190820,-0.146120,8.465888,-0.213463,1
1.190880,-0.147320,8.465888,-0.213463,1
1.190590,-0.147470,8.465888,-0.213463,1
1.190100,-0.146640,8.465888,-0.213463,1
1.189510,-0.145530,8.465888,-0.213463,1
1.188830,-0.144500,12.778490,0.663827,1
1.188220,-0.143680,8.208700,-0.914061,2
1.187850,-0.143160,8.208700,-0.914061,2
1.187900,-0.142670,8.208700,-0.914061,2
1.188000,-0.142510,8.208700,-0.914061,2
1.188180,-0.142470,8.208700,-0.914061,2
1.188280,-0.142240,8.208700,-0.914061,2
1.188230,-0.141470,8.208700,-0.914061,2
1.187740,-0.140550,8.208700,-0.914061,2
1.187110,-0.140760,8.208700,-0.914061,2
1.186660,-0.140480,8.208700,-0.914061,2
1.186370,-0.139990,8.208700,-0.914061,2
1.186670,-0.140140,8.208700,-0.914061,2
1.187430,-0.141010,7.244562,0.316761,1
1.188430,-0.141320,7.244562,0.316761,1
1.189620,-0.141560,7.244562,0.316761,1
1.190650,-0.142240,7.244562,0.316761,1
1.191480,-0.142960,7.244562,0.316761,1
1.191970,-0.142970,7.244562,0.316761,1
1.191910,-0.143070,7.244562,0.316761,1
1.191440,-0.143000,7.244562,0.316761,1
1.190720,-0.142510,7.244562,0.316761,1
1.189990,-0.141350,7.244562,0.316761,1
1.189850,-0.140630,7.244562,0.316761,1
1.189840,-0.140850,7.239504,-1.104134,2
1.190120,-0.141300,7.239504,-1.104134,2
1.190360,-0.141430,7.239504,-1.104134,2
1.190890,-0.141770,7.239504,-1.104134,2
1.191380,-0.142120,7.239504,-1.104134,2
1.191690,-0.142120,7.239504,-1.104134,2
1.191810,-0.141430,7.239504,-1.104134,2
1.191840,-0.140850,7.239504,-1.104134,2
1.191890,-0.140490,7.239504,-1.104134,2
1.191950,-0.139800,7.239504,-1.104134,2
1.192200,-0.139430,7.239504,-1.104134,2
1.192430,-0.139320,6.148523,-1.498691,2
1.192680,-0.139540,6.148523,-1.498691,2
1.192860,-0.140090,6.148523,-1.498691,2
1.192970,-0.140280,6.148523,-1.498691,2
1.192910,-0.139690,6.148523,-1.498691,2
1.192890,-0.139140,6.148523,-1.498691,2
1.192660,-0.137490,6.148523,-1.498691,2
1.192010,-0.136970,6.148523,-1.498691,2
1.191360,-0.136980,6.148523,-1.498691,2
1.190800,-0.136660,6.148523,-1.498691,2
1.190650,-0.136530,6.610695,-0.651206,2
1.190820,-0.137140,6.610695,-0.651206,2
1.191410,-0.137280,6.610695,-0.651206,2
1.191790,-0.137120,6.610695,-0.651206,2
1.192080,-0.136800,6.610695,-0.651206,2
1.192330,-0.137160,6.610695,-0.651206,2
1.192340,-0.136880,6.610695,-0.651206,2
1.192180,-0.135950,6.610695,-0.651206,2
1.191820,-0.134980,6.610695,-0.651206,2
1.191610,-0.134060,6.610695,-0.651206,2
1.191590,-0.133030,6.124718,-0.951025,2
1.191770,-0.132480,6.124718,-0.951025,2
1.192260,-0.132030,6.124718,-0.951025,2
1.192740,-0.132270,6.124718,-0.951025,2
1.193200,-0.132360,6.124718,-0.951025,2
1.193340,-0.132360,6.124718,-0.951025,2
1.193070,-0.132100,6.124718,-0.951025,2
1.192490,-0.131380,6.124718,-0.951025,2
1.191900,-0.130280,6.124718,-0.951025,2
1.191590,-0.128300,3.528523,0.830381,1
1.191600,-0.126750,3.528523,0.830381,1
1.191950,-0.125660,3.528523,0.830381,1
1.192310,-0.124630,3.528523,0.830381,1
1.192620,-0.123580,3.528523,0.830381,1
1.192870,-0.122450,3.528523,0.830381,1
1.193000,-0.121810,3.528523,0.830381,1
1.192920,-0.121240,3.528523,0.830381,1
1.192880,-0.120320,3.528523,0.830381,1
1.192780,-0.119500,3.528523,0.830381,1
1.192850,-0.118340,3.528523,0.830381,1
1.192940,-0.117480,3.528523,0.830381,1
1.193100,-0.115920,3.528523,0.830381,1
1.193170,-0.115210,3.528523,0.830381,1
1.193340,-0.115040,3.528523,0.830381,1
1.193370,-0.114610,3.528523,0.830381,1
1.193330,-0.113740,3.528523,0.830381,1
