pitch,roll,y,z,spot
1.241530,-0.447170,-3.317486,3.204639,3
1.241270,-0.444940,-3.095656,0.549630,3
1.240830,-0.442810,-3.095656,0.549630,3
1.240170,-0.441260,-3.095656,0.549630,3
1.239630,-0.441000,-3.095656,0.549630,3
1.239390,-0.441820,-3.095656,0.549630,3
1.239560,-0.442370,-3.095656,0.549630,3
1.239500,-0.442070,-3.095656,0.549630,3
1.239470,-0.441150,-1.233754,-0.223712,3
1.232950,-0.412830,-1.233754,-0.223712,3
1.232590,-0.410600,-1.233754,-0.223712,3
1.232200,-0.409570,-1.233754,-0.223712,3
1.232210,-0.408610,-4.201102,-1.346556,2
1.232330,-0.408190,-4.201102,-1.346556,2
1.232420,-0.407380,-4.201102,-1.346556,2
1.232360,-0.405990,-4.201102,-1.346556,2
1.232210,-0.404260,-4.201102,-1.346556,2
1.231850,-0.402680,-4.201102,-1.346556,2
1.231380,-0.401570,-4.201102,-1.346556,2
1.230850,-0.400320,-4.201102,-1.346556,2
1.230190,-0.398420,-2.130489,0.912405,3
1.229600,-0.396610,-2.130489,0.912405,3
1.229240,-0.395820,-2.130489,0.912405,3
1.229280,-0.395740,-2.130489,0.912405,3
1.229560,-0.396050,-2.130489,0.912405,3
1.229770,-0.396480,-2.130489,0.912405,3
1.229990,-0.396750,-2.130489,0.912405,3
1.230210,-0.396600,-2.130489,0.912405,3
1.230210,-0.395450,-2.130489,0.912405,3
1.229920,-0.393590,-2.315510,-0.369004,3
1.229570,-0.391910,-2.315510,-0.369004,3
1.229360,-0.390300,-2.315510,-0.369004,3
1.229380,-0.388410,-2.315510,-0.369004,3
1.229280,-0.386800,-2.315510,-0.369004,3
1.229310,-0.385450,-2.315510,-0.369004,3
1.229690,-0.384490,-2.315510,-0.369004,3
1.230100,-0.383190,-2.315510,-0.369004,3
1.230420,-0.381360,-2.315510,-0.369004,3
1.230550,-0.379660,-2.315510,-0.369004,3
1.230680,-0.377660,2.748522,1.569469,0
1.230660,-0.375390,2.748522,1.569469,0
1.230180,-0.372100,2.748522,1.569469,0
1.229540,-0.368970,2.748522,1.569469,0
1.228770,-0.365320,2.748522,1.569469,0
1.228080,-0.361990,2.748522,1.569469,0
1.227540,-0.359040,2.748522,1.569469,0
1.227160,-0.356560,2.748522,1.569469,0
1.226990,-0.354230,3.534985,3.035120,0
1.226890,-0.351820,3.534985,3.035120,0
1.226620,-0.349160,3.534985,3.035120,0
1.226250,-0.346640,3.534985,3.035120,0
1.226010,-0.344040,3.534985,3.035120,0
1.225880,-0.341990,3.534985,3.035120,0
1.225730,-0.340260,3.534985,3.035120,0
1.225550,-0.338600,3.534985,3.035120,0
1.225210,-0.336850,3.534985,3.035120,0
1.225030,-0.334660,1.603129,2.308546,3
1.224940,-0.332230,1.603129,2.308546,3
1.224860,-0.329820,1.603129,2.308546,3
1.224940,-0.327490,1.603129,2.308546,3
1.224690,-0.326150,1.603129,2.308546,3
1.224460,-0.326360,1.603129,2.308546,3
1.224380,-0.326160,1.603129,2.308546,3
1.224300,-0.325410,1.603129,2.308546,3
1.224040,-0.325140,1.603129,2.308546,3
1.223880,-0.325400,1.603129,2.308546,3
1.223760,-0.324870,4.160104,2.383946,0
1.223720,-0.324350,4.160104,2.383946,0
1.223660,-0.323750,4.160104,2.383946,0
1.223630,-0.323910,4.160104,2.383946,0
1.223620,-0.323400,4.160104,2.383946,0
1.223250,-0.322210,4.160104,2.383946,0
1.222760,-0.320480,4.160104,2.383946,0
1.221960,-0.318620,4.160104,2.383946,0
1.221350,-0.317370,4.160104,2.383946,0
1.220990,-0.317180,4.348952,1.576861,0
1.220670,-0.318310,4.348952,1.576861,0
1.220320,-0.320000,4.348952,1.576861,0
1.219930,-0.322130,4.348952,1.576861,0
1.219720,-0.324430,4.348952,1.576861,0
1.219650,-0.326160,4.348952,1.576861,0
1.219700,-0.326970,4.348952,1.576861,0
1.219690,-0.326240,4.348952,1.576861,0
1.219110,-0.323350,4.348952,1.576861,0
1.218090,-0.318930,4.146264,2.925423,0
1.217140,-0.314590,4.146264,2.925423,0
1.216500,-0.311130,4.146264,2.925423,0
1.216260,-0.309540,4.146264,2.925423,0
1.216340,-0.307730,4.146264,2.925423,0
1.216500,-0.305660,4.146264,2.925423,0
1.216420,-0.302990,4.146264,2.925423,0
1.216140,-0.299820,4.146264,2.925423,0
1.215770,-0.298100,6.323287,3.683654,0
1.215490,-0.297310,6.323287,3.683654,0
1.214820,-0.296410,6.323287,3.683654,0
1.213980,-0.295590,6.323287,3.683654,0
1.212840,-0.294840,6.323287,3.683654,0
1.211940,-0.293790,6.323287,3.683654,0
1.211440,-0.293030,6.323287,3.683654,0
1.211060,-0.292680,6.323287,3.683654,0
1.210650,-0.292730,6.323287,3.683654,0
1.210210,-0.292890,5.740244,3.242031,0
1.209580,-0.293340,5.740244,3.242031,0
1.208830,-0.293900,5.740244,3.242031,0
1.208020,-0.294270,5.740244,3.242031,0
1.207240,-0.294990,5.740244,3.242031,0
1.206790,-0.295500,5.740244,3.242031,0
1.206340,-0.297020,5.740244,3.242031,0
1.206040,-0.299300,5.740244,3.242031,0
1.206040,-0.301590,5.740244,3.242031,0
1.206180,-0.304270,5.740244,3.242031,0
1.205810,-0.306300,5.740244,3.242031,0
1.204460,-0.305760,5.740244,3.242031,0
1.202990,-0.303320,5.740244,3.242031,0
1.202320,-0.301930,5.740244,3.242031,0
1.203240,-0.303210,5.740244,3.242031,0
1.205000,-0.306120,5.740244,3.242031,0
1.206280,-0.309370,5.740244,3.242031,0
1.206400,-0.311680,3.594431,4.798901,0
1.205690,-0.311840,3.594431,4.798901,0
1.204540,-0.310190,3.594431,4.798901,0
1.203470,-0.307970,3.594431,4.798901,0
1.202470,-0.305960,3.594431,4.798901,0
1.201760,-0.303900,3.594431,4.798901,0
1.201120,-0.303360,3.594431,4.798901,0
1.200980,-0.304300,3.594431,4.798901,0
1.201250,-0.305740,6.051518,4.011951,0
1.201710,-0.307210,6.051518,4.011951,0
1.202510,-0.309240,6.051518,4.011951,0
1.203370,-0.310860,6.051518,4.011951,0
1.204190,-0.311960,6.051518,4.011951,0
1.204630,-0.313000,6.051518,4.011951,0
1.204610,-0.314440,6.051518,4.011951,0
1.204690,-0.315290,6.051518,4.011951,0
1.205050,-0.316680,6.051518,4.011951,0
1.205470,-0.318610,6.051518,4.011951,0
1.205790,-0.319920,6.051518,4.011951,0
1.206040,-0.320850,6.051518,4.011951,0
1.206100,-0.321900,6.051518,4.011951,0
1.205660,-0.322470,6.051518,4.011951,0
1.204780,-0.321360,6.051518,4.011951,0
1.203750,-0.319320,6.051518,4.011951,0
1.203030,-0.317430,6.051518,4.011951,0
1.202770,-0.316760,6.051518,4.011951,0
1.202820,-0.316730,6.051518,4.011951,0
1.202770,-0.316780,6.051518,4.011951,0
1.202620,-0.316890,6.051518,4.011951,0
1.202370,-0.317080,6.051518,4.011951,0
1.202000,-0.317260,6.051518,4.011951,0
1.201570,-0.316750,6.051518,4.011951,0
1.201190,-0.315940,6.051518,4.011951,0
1.200830,-0.314950,6.051518,4.011951,0
1.200440,-0.313750,6.051518,4.011951,0
1.200000,-0.313190,6.051518,4.011951,0
1.199520,-0.313690,6.051518,4.011951,0
1.199340,-0.314250,6.051518,4.011951,0
1.199130,-0.314190,6.051518,4.011951,0
1.198790,-0.314140,6.051518,4.011951,0
1.198450,-0.313960,6.051518,4.011951,0
1.198080,-0.313360,6.051518,4.011951,0
1.197670,-0.312250,6.051518,4.011951,0
1.196860,-0.311320,6.051518,4.011951,0
1.196160,-0.309970,6.051518,4.011951,0
1.195430,-0.307880,6.051518,4.011951,0
1.194600,-0.306830,6.051518,4.011951,0
1.193990,-0.305990,6.051518,4.011951,0
1.193560,-0.304460,6.051518,4.011951,0
1.192970,-0.302850,6.051518,4.011951,0
1.192430,-0.301660,6.051518,4.011951,0
1.192090,-0.301210,6.051518,4.011951,0
1.192170,-0.301300,6.051518,4.011951,0
1.192540,-0.301780,6.051518,4.011951,0
1.192660,-0.302120,6.051518,4.011951,0
1.192470,-0.302150,6.051518,4.011951,0
1.192120,-0.301800,6.051518,4.011951,0
1.191580,-0.300670,6.051518,4.011951,0
1.190940,-0.299670,6.051518,4.011951,0
1.190450,-0.298980,6.051518,4.011951,0
1.189750,-0.297620,6.051518,4.011951,0
1.188940,-0.295820,6.051518,4.011951,0
1.188250,-0.294300,6.051518,4.011951,0
1.188000,-0.292740,6.051518,4.011951,0
1.187780,-0.290930,6.051518,4.011951,0
1.187640,-0.289850,6.051518,4.011951,0
1.187560,-0.288600,6.051518,4.011951,0
1.187510,-0.287420,6.051518,4.011951,0
1.187680,-0.287620,6.051518,4.011951,0
1.187850,-0.288400,6.051518,4.011951,0
1.187760,-0.288350,6.051518,4.011951,0
1.187470,-0.287470,6.051518,4.011951,0
1.187240,-0.286660,6.051518,4.011951,0
1.187360,-0.285740,6.051518,4.011951,0
1.187470,-0.284740,6.051518,4.011951,0
1.187520,-0.283680,6.051518,4.011951,0
1.187580,-0.283470,6.051518,4.011951,0
1.187660,-0.283330,6.051518,4.011951,0
1.187570,-0.282840,6.051518,4.011951,0
1.187310,-0.282260,6.051518,4.011951,0
1.186880,-0.282090,6.051518,4.011951,0
1.186340,-0.282470,6.051518,4.011951,0
1.185800,-0.282960,6.051518,4.011951,0
1.185430,-0.283220,6.051518,4.011951,0
1.184990,-0.283180,6.051518,4.011951,0
1.184740,-0.282900,6.051518,4.011951,0
1.184590,-0.282040,6.051518,4.011951,0
1.184550,-0.281090,6.051518,4.011951,0
1.184530,-0.280450,6.051518,4.011951,0
1.184590,-0.280100,6.051518,4.011951,0
1.184650,-0.279720,6.051518,4.011951,0
1.184610,-0.279320,6.051518,4.011951,0
1.184520,-0.278990,6.051518,4.011951,0
1.184440,-0.278220,6.051518,4.011951,0
1.184250,-0.278140,6.051518,4.011951,0
1.184090,-0.278330,6.051518,4.011951,0
1.183940,-0.277780,6.051518,4.011951,0
1.183850,-0.277460,6.051518,4.011951,0
1.184030,-0.277470,6.051518,4.011951,0
1.184350,-0.277460,6.051518,4.011951,0
1.184560,-0.277210,6.051518,4.011951,0
1.184490,-0.276810,6.051518,4.011951,0
1.184390,-0.275880,6.051518,4.011951,0
1.183810,-0.274600,6.051518,4.011951,0
1.182960,-0.272930,6.051518,4.011951,0
1.182050,-0.271590,6.051518,4.011951,0
1.181530,-0.270620,6.051518,4.011951,0
1.181230,-0.269300,6.051518,4.011951,0
1.181210,-0.267950,6.051518,4.011951,0
1.181790,-0.266810,6.051518,4.011951,0
1.182780,-0.265420,6.051518,4.011951,0
1.183810,-0.263320,6.051518,4.011951,0
1.184630,-0.261030,6.051518,4.011951,0
1.185080,-0.258740,6.051518,4.011951,0
1.184840,-0.255200,6.051518,4.011951,0
1.184130,-0.249900,6.051518,4.011951,0
1.183360,-0.244100,6.051518,4.011951,0
1.182540,-0.237940,6.051518,4.011951,0
1.181720,-0.231340,6.051518,4.011951,0
1.180820,-0.224190,3.283906,1.459262,0
1.179790,-0.217230,3.283906,1.459262,0
1.178790,-0.211610,3.283906,1.459262,0
1.178140,-0.206940,3.283906,1.459262,0
1.177590,-0.203920,3.283906,1.459262,0
1.177050,-0.202200,3.283906,1.459262,1
1.176370,-0.202130,3.283906,1.459262,1
1.175850,-0.203800,3.283906,1.459262,0
1.175770,-0.206110,3.283906,1.459262,0
1.176080,-0.208250,3.283906,1.459262,0
1.176670,-0.209710,3.283906,1.459262,0
1.177270,-0.210700,0.870087,2.649610,3
1.177650,-0.210310,0.870087,2.649610,3
1.177850,-0.208310,0.870087,2.649610,3
1.177880,-0.204950,0.870087,2.649610,3
1.177910,-0.201770,0.870087,2.649610,3
1.178020,-0.198640,0.870087,2.649610,3
1.178030,-0.195680,0.870087,2.649610,3
1.177970,-0.193010,0.870087,2.649610,3
1.178200,-0.191210,0.870087,2.649610,3
1.178360,-0.189830,0.870087,2.649610,3
1.178750,-0.189060,0.870087,2.649610,3
1.179270,-0.188880,0.870087,2.649610,3
1.179960,-0.188790,0.870087,2.649610,3
1.180610,-0.188280,0.870087,2.649610,3
1.180980,-0.187670,0.870087,2.649610,3
1.181240,-0.186630,0.870087,2.649610,3
1.181370,-0.185170,0.870087,2.649610,3
1.181530,-0.183210,0.870087,2.649610,3
1.181530,-0.181100,0.870087,2.649610,3
1.181500,-0.178790,0.870087,2.649610,3
1.181200,-0.176390,0.870087,2.649610,3
1.180730,-0.173760,0.870087,2.649610,3
1.180340,-0.171390,0.870087,2.649610,3
1.180030,-0.169480,0.870087,2.649610,3
1.179890,-0.168480,0.870087,2.649610,3
1.179780,-0.167520,0.870087,2.649610,3
1.179760,-0.166320,0.870087,2.649610,3
1.179820,-0.166530,0.870087,2.649610,3
1.179890,-0.165490,0.870087,2.649610,3
1.179770,-0.164250,0.870087,2.649610,3
1.179640,-0.163020,0.870087,2.649610,3
1.179620,-0.161990,0.870087,2.649610,3
1.179830,-0.161010,0.870087,2.649610,3
1.179910,-0.160070,0.870087,2.649610,3
1.179840,-0.158420,0.870087,2.649610,3
1.179580,-0.156820,0.870087,2.649610,3
1.179180,-0.154980,0.870087,2.649610,3
1.178780,-0.153510,0.870087,2.649610,3
1.178370,-0.152050,0.870087,2.649610,3
1.178040,-0.150350,0.870087,2.649610,3
1.177840,-0.148740,0.870087,2.649610,3
1.177670,-0.148130,0.870087,2.649610,3
1.177480,-0.147490,0.870087,2.649610,3
1.177370,-0.147180,0.870087,2.649610,3
1.177490,-0.147020,0.870087,2.649610,3
1.177710,-0.147040,0.870087,2.649610,3
1.178010,-0.147650,0.870087,2.649610,3
1.178440,-0.147810,0.870087,2.649610,3
1.178840,-0.147440,0.870087,2.649610,3
1.179070,-0.146880,0.870087,2.649610,3
1.179230,-0.146190,0.870087,2.649610,3
1.179410,-0.145550,0.870087,2.649610,3
1.179490,-0.144370,0.870087,2.649610,3
1.179540,-0.143800,0.870087,2.649610,3
1.179490,-0.143340,0.870087,2.649610,3
1.179510,-0.143040,0.870087,2.649610,3
1.179540,-0.143530,0.870087,2.649610,3
1.179730,-0.144060,0.870087,2.649610,3
1.179510,-0.144260,0.870087,2.649610,3
1.179080,-0.144390,0.870087,2.649610,3
1.178670,-0.144520,0.870087,2.649610,3
1.178720,-0.145010,0.870087,2.649610,3
1.178950,-0.144960,0.870087,2.649610,3
1.178980,-0.144650,0.870087,2.649610,3
1.178770,-0.144100,0.870087,2.649610,3
1.178420,-0.142860,0.870087,2.649610,3
1.178040,-0.142190,0.870087,2.649610,3
1.177720,-0.141620,0.870087,2.649610,3
1.177660,-0.140820,0.870087,2.649610,3
1.177770,-0.140090,0.870087,2.649610,3
1.177990,-0.139550,0.870087,2.649610,3
1.178350,-0.139790,0.870087,2.649610,3
1.178550,-0.140000,0.870087,2.649610,3
1.178820,-0.140590,0.870087,2.649610,3
1.178950,-0.141370,0.870087,2.649610,3
1.178950,-0.142480,0.870087,2.649610,3
1.179340,-0.143490,0.870087,2.649610,3
1.180220,-0.144080,0.870087,2.649610,3
1.180660,-0.143320,0.870087,2.649610,3
1.180680,-0.142090,0.870087,2.649610,3
1.180160,-0.139220,0.870087,2.649610,3
1.179520,-0.135490,0.870087,2.649610,3
1.178200,-0.129880,0.870087,2.649610,3
1.175910,-0.124450,0.870087,2.649610,3
1.172840,-0.116470,0.870087,2.649610,3
1.170330,-0.110730,0.870087,2.649610,3
1.169160,-0.108460,0.870087,2.649610,3
1.169130,-0.107050,0.870087,2.649610,3
1.169810,-0.102330,0.870087,2.649610,3
1.169940,-0.091960,0.870087,2.649610,3
1.170350,-0.080400,0.870087,2.649610,3
1.169970,-0.072710,0.870087,2.649610,3
1.169190,-0.067280,0.870087,2.649610,3
1.169700,-0.063110,0.870087,2.649610,3
1.170650,-0.059180,0.870087,2.649610,3
1.171630,-0.057320,0.870087,2.649610,3
1.171640,-0.055860,0.870087,2.649610,3
1.169820,-0.053260,0.870087,2.649610,3
1.167770,-0.048930,0.870087,2.649610,3
1.166990,-0.043610,0.870087,2.649610,3
1.164490,-0.037750,0.870087,2.649610,3
1.160720,-0.032140,0.870087,2.649610,3
1.155940,-0.024330,0.870087,2.649610,3
1.151740,-0.014930,0.870087,2.649610,3
1.149790,-0.002670,0.870087,2.649610,3
1.151700,0.012990,0.870087,2.649610,3
1.152640,0.030790,0.870087,2.649610,3
1.152510,0.047470,0.870087,2.649610,3
1.150550,0.061640,0.870087,2.649610,3
1.147630,0.070160,0.870087,2.649610,3
1.144950,0.074940,0.870087,2.649610,3
1.143940,0.076240,0.870087,2.649610,3
1.145750,0.075320,0.870087,2.649610,3
1.147300,0.073900,0.870087,2.649610,3
1.148010,0.072580,0.870087,2.649610,3
1.148700,0.073210,0.870087,2.649610,3
1.151000,0.073740,0.870087,2.649610,3
1.152740,0.073850,0.870087,2.649610,3
1.153910,0.071950,0.870087,2.649610,3
1.154410,0.068540,0.870087,2.649610,3
1.155060,0.064740,0.870087,2.649610,3
1.155960,0.058610,0.870087,2.649610,3
1.155710,0.050270,0.870087,2.649610,3
1.155440,0.043570,0.870087,2.649610,3
1.154800,0.039560,0.870087,2.649610,3
1.154070,0.037700,0.870087,2.649610,3
1.154470,0.037190,0.870087,2.649610,3
1.156210,0.036140,0.870087,2.649610,3
1.159070,0.034050,0.870087,2.649610,3
1.161880,0.030920,0.870087,2.649610,3
1.163180,0.027820,0.870087,2.649610,3
